Nombre,Equipo,Posicion,Estadistica,Valor,Temporada,Imagen
Juanjo,Oviedo,Defensa,minutos-totales-disputados,2698,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/37163.png
Martin Valjent,Mallorca,Defensa,minutos-totales-disputados,2695,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/42634.png
Javi Fuego,Sporting,Centrocampista,minutos-totales-disputados,2691,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jav/large/7044.png
Juan Ibiza,Sabadell,Defensa,minutos-totales-disputados,2680,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/42858.png
Salva Sevilla,Mallorca,Centrocampista,minutos-totales-disputados,2675,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sal/large/17062.png
Gálvez,Castellón,Centrocampista,minutos-totales-disputados,2663,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gal/large/23033.png
Manuel Garcia,Sporting,Centrocampista,minutos-totales-disputados,2655,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/31531.png
Yanis Rahmani,Almería,Centrocampista,minutos-totales-disputados,2652,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yan/large/46033.png
Yanis Rahmani,Málaga,Centrocampista,minutos-totales-disputados,2652,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yan/large/46033.png
Makaridze,Almería,Portero,minutos-totales-disputados,2640,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mak/large/34628.png
Monchu,Girona,Centrocampista,minutos-totales-disputados,2635,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mon/large/40763.png
Iván Martín,Mirandés,Centrocampista,minutos-totales-disputados,2624,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/iva/large/44986.png
Elady,Cartagena,Centrocampista,minutos-totales-disputados,2624,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/ela/large/22109.png
Eguaras,Real Zaragoza,Centrocampista,minutos-totales-disputados,2623,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/egu/large/25165.png
Eguaras,Málaga,,minutos-totales-disputados,2623,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/egu/large/25165.png
Escassi,Málaga,Centrocampista,minutos-totales-disputados,2611,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/esc/large/18720.png
Juan Diego Molina Martinez,Sabadell,Delantero,minutos-totales-disputados,2609,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/42837.png
Saúl García,Sporting,Defensa,minutos-totales-disputados,2603,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sau/large/24042.png
Pablo Valcarce,Mallorca,Centrocampista,minutos-totales-disputados,2599,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/30473.png
Pablo Valcarce,Ponferradina,Centrocampista,minutos-totales-disputados,2599,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/30473.png
Bernardo,Girona,Defensa,minutos-totales-disputados,2594,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/ber/large/18008.png
Laure,Alcorcón,Defensa,minutos-totales-disputados,2593,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lau/large/17427.png
Paris Adot,Alcorcón,Defensa,minutos-totales-disputados,2590,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/par/large/46027.png
Paris Adot,Ponferradina,Defensa,minutos-totales-disputados,2590,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/par/large/46027.png
Yuri,Ponferradina,Delantero,minutos-totales-disputados,2574,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yur/large/19310.png
Iñaki,UD Logroñés,Defensa,minutos-totales-disputados,2567,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ina/large/24040.png
Daniel Vivian,Mirandés,Defensa,minutos-totales-disputados,2566,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/46280.png
Pablo Martínez,Mirandés,Centrocampista,minutos-totales-disputados,2560,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/41677.png
Balliu,Almería,Defensa,minutos-totales-disputados,2548,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bal/large/19613.png
Josep Chavarría,Real Zaragoza,Defensa,minutos-totales-disputados,2548,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/47674.png
Josep Chavarría,Málaga,,minutos-totales-disputados,2548,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/47674.png
Antonio Cristian,Fuenlabrada,Defensa,minutos-totales-disputados,2527,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ant/large/38976.png
Manu Morlanes,Almería,Centrocampista,minutos-totales-disputados,2524,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/40755.png
Undabarrena,Sabadell,Centrocampista,minutos-totales-disputados,2523,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/u/und/large/30783.png
Manuel Fuster,Albacete,Centrocampista,minutos-totales-disputados,2520,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/46023.png
Aitor Sanz,Tenerife,Centrocampista,minutos-totales-disputados,2520,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ait/large/17579.png
Nikola Sipcic,Tenerife,Defensa,minutos-totales-disputados,2518,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nik/large/46081.png
Palencia,Leganés,Defensa,minutos-totales-disputados,2513,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pal/large/30458.png
Curbelo,Las Palmas,Defensa,minutos-totales-disputados,2511,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cur/large/37073.png
Curbelo,Alcorcón,,minutos-totales-disputados,2511,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cur/large/37073.png
Ibán Salvador,Fuenlabrada,Delantero,faltas-recibidas,110,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/iba/large/34794.png
Álvaro Jiménez,Albacete,Centrocampista,faltas-recibidas,108,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/35610.png
Juanjo Narváez,Real Zaragoza,Delantero,faltas-recibidas,107,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/23939.png
Juanjo Narváez,Málaga,,faltas-recibidas,107,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/23939.png
Sergio Ruiz,Las Palmas,Centrocampista,faltas-recibidas,92,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/ser/large/36726.png
Sergio Ruiz,Alcorcón,,faltas-recibidas,92,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/ser/large/36726.png
Yanis Rahmani,Almería,Centrocampista,faltas-recibidas,89,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yan/large/46033.png
Yanis Rahmani,Málaga,Centrocampista,faltas-recibidas,89,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yan/large/46033.png
Trejo,Rayo,Delantero,faltas-recibidas,87,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tre/large/16922.png
Randy Ntekja,Fuenlabrada,Centrocampista,faltas-recibidas,85,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/ran/large/44024.png
Dani,Mallorca,Centrocampista,faltas-recibidas,84,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/18635.png
Sangalli,Oviedo,Delantero,faltas-recibidas,80,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/san/large/25540.png
Roberto Bayon Gonzalez,Las Palmas,Delantero,faltas-recibidas,78,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rob/large/44907.png
Roberto Bayon Gonzalez,Alcorcón,,faltas-recibidas,78,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rob/large/44907.png
Samuel Costa,Almería,Defensa,faltas-recibidas,77,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sam/large/47300.png
Nacho Gil,Cartagena,Centrocampista,faltas-recibidas,76,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nac/large/33524.png
Manuel Garcia,Sporting,Centrocampista,faltas-recibidas,75,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/31531.png
Djurdevic,Sporting,Delantero,faltas-recibidas,75,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dju/large/27707.png
Elady,Cartagena,Centrocampista,faltas-recibidas,74,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/ela/large/22109.png
Tejera,Oviedo,Centrocampista,faltas-recibidas,73,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tej/large/17931.png
Oscar Arribas Pasero,Alcorcón,Delantero,faltas-recibidas,72,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/osc/large/36737.png
Isaac Palazón,Rayo,Delantero,faltas-recibidas,72,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/isa/large/40212.png
Robert Ibáñez,Leganés,Centrocampista,faltas-recibidas,69,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rob/large/22929.png
Arnáiz,Leganés,Delantero,faltas-recibidas,67,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/arn/large/33600.png
Pablo Valcarce,Mallorca,Centrocampista,faltas-recibidas,66,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/30473.png
Pablo Valcarce,Ponferradina,Centrocampista,faltas-recibidas,66,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/30473.png
Manuel Fuster,Albacete,Centrocampista,faltas-recibidas,65,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/46023.png
Cristóforo,Girona,Centrocampista,faltas-recibidas,65,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cri/large/22969.png
Embarba,Espanyol,Delantero,faltas-recibidas,63,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/adr/large/23878.png
Jorge,Castellón,Centrocampista,faltas-recibidas,62,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/36580.png
Sergio Bermejo Lillo,Real Zaragoza,Centrocampista,faltas-recibidas,60,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/ser/large/44010.png
Santiago Comesaña,Rayo,Centrocampista,faltas-recibidas,59,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/san/large/35064.png
Víctor Gómez Perea,Espanyol,Defensa,faltas-recibidas,59,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/vic/large/46768.png
Víctor Gómez Perea,Mirandés,Defensa,faltas-recibidas,59,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/vic/large/46768.png
Umar Sadiq,Almería,Delantero,faltas-recibidas,59,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sad/large/33635.png
Borja Bastón,Leganés,Delantero,faltas-recibidas,58,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/18721.png
Victor Meseguer,Mirandés,Centrocampista,faltas-recibidas,55,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/vic/large/47780.png
Matos,Málaga,Defensa,faltas-recibidas,54,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mat/large/31636.png
Alberto Cayarga,Cartagena,Centrocampista,faltas-recibidas,53,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alb/large/43844.png
Juanjo,Oviedo,Defensa,faltas-recibidas,53,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/37163.png
Gerard Valentín,Lugo,Defensa,faltas-recibidas,53,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/ger/large/30733.png
Óscar Valentín,Rayo,Centrocampista,faltas-recibidas,52,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/osc/large/42516.png
Nono,Tenerife,Centrocampista,faltas-recibidas,52,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/non/large/34943.png
Luis Advincula,Rayo,Defensa,faltas-recibidas,51,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/20606.png
Luis Muñoz,Málaga,Defensa,faltas-recibidas,51,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/36560.png
Paulino De la Fuente,UD Logroñés,Centrocampista,faltas-recibidas,51,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pau/large/45782.png
Campabadal,Lugo,Defensa,faltas-recibidas,50,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/edu/large/22509.png
Monchu,Girona,Centrocampista,faltas-recibidas,50,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mon/large/40763.png
Juan Diego Molina Martinez,Sabadell,Delantero,faltas-recibidas,50,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/42837.png
Rubén Pérez,Leganés,Centrocampista,faltas-recibidas,49,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rub/large/18090.png
Zozulya,Albacete,Delantero,faltas-recibidas,48,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/z/zoz/large/17982.png
Manu Barreiro,Lugo,Delantero,faltas-recibidas,48,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/25119.png
Iago López,UD Logroñés,Defensa,faltas-recibidas,48,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/iag/large/46042.png
Javi Hernández,Leganés,Defensa,faltas-recibidas,48,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jav/large/43451.png
Curro,Ponferradina,Centrocampista,faltas-recibidas,47,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cur/large/34019.png
Andy,UD Logroñés,Centrocampista,faltas-recibidas,46,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/and/large/25509.png
Eddy,Albacete,Centrocampista,faltas-recibidas,45,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/edd/large/20363.png
Juergen Elitim,Ponferradina,Centrocampista,faltas-recibidas,44,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jue/large/44011.png
Samuel Sáiz,Girona,Centrocampista,faltas-recibidas,43,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sam/large/31838.png
José Ángel,Cartagena,Centrocampista,faltas-recibidas,42,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/19666.png
Álvaro Lemos,Las Palmas,Defensa,faltas-recibidas,42,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/31456.png
De Tomás,Espanyol,Delantero,faltas-recibidas,42,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/de_/large/20386.png
Rubén Castro,Cartagena,Delantero,faltas-recibidas,42,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rub/large/4174.png
Keidi,Espanyol,Centrocampista,faltas-recibidas,42,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/k/kei/large/36671.png
Álvaro Lemos,Alcorcón,,faltas-recibidas,42,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/31456.png
Adri Cuevas,Sabadell,Centrocampista,faltas-recibidas,41,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/adr/large/25977.png
José Corpas,Almería,Delantero,faltas-recibidas,41,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/40264.png
José Carlos,Almería,Centrocampista,faltas-recibidas,41,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/31432.png
Undabarrena,Sabadell,Centrocampista,faltas-recibidas,41,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/u/und/large/30783.png
Víctor García,Sabadell,Centrocampista,faltas-recibidas,41,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/vic/large/44264.png
Mamadou,Girona,Delantero,faltas-recibidas,41,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/syl/large/29367.png
Carrillo,Lugo,Delantero,faltas-recibidas,40,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/car/large/28409.png
Antoñin,Rayo,Delantero,faltas-recibidas,40,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ant/large/46773.png
Balliu,Almería,Defensa,faltas-recibidas,39,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bal/large/19613.png
Josep Señé,Castellón,Centrocampista,faltas-recibidas,39,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/28070.png
Juanma,Fuenlabrada,Defensa,faltas-recibidas,39,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/14629.png
Stuani,Girona,Delantero,faltas-recibidas,39,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/stu/large/19119.png
Shaquell Moore,Tenerife,Defensa,faltas-recibidas,39,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sha/large/40321.png
Álex Aizpuru,Ponferradina,Delantero,faltas-recibidas,38,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/42257.png
Olaetxea,UD Logroñés,Centrocampista,faltas-recibidas,38,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/ola/large/31835.png
Álvaro García,Rayo,Centrocampista,faltas-recibidas,38,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/22258.png
Álvaro Fidalgo Fernández,Castellón,Centrocampista,faltas-recibidas,38,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/44908.png
Óscar Melendo,Espanyol,Centrocampista,faltas-recibidas,38,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mel/large/36784.png
Joan Sastre,Mallorca,Defensa,faltas-recibidas,38,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/joa/large/33592.png
Nahuel,Oviedo,Centrocampista,faltas-recibidas,38,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nah/large/24634.png
Amath,Mallorca,Centrocampista,faltas-recibidas,38,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/die/large/34783.png
Andrés Martín,Rayo,Delantero,faltas-recibidas,37,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/and/large/40878.png
Adrià Pedrosa,Espanyol,Defensa,faltas-recibidas,37,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/adr/large/43414.png
José Gragera,Sporting,Centrocampista,faltas-recibidas,37,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/45749.png
David López,Espanyol,Defensa,faltas-recibidas,37,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dav/large/19291.png
Palencia,Leganés,Defensa,faltas-recibidas,37,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pal/large/30458.png
Fran Sol,Tenerife,Delantero,faltas-recibidas,37,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/22277.png
Ivan Azon Monzon,Real Zaragoza,Delantero,faltas-recibidas,37,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/iva/large/48303.png
Álex Alegría,Real Zaragoza,Delantero,faltas-recibidas,37,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/28596.png
Josep Chavarría,Real Zaragoza,Defensa,faltas-recibidas,36,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/47674.png
Alex Muñoz,Tenerife,Defensa,faltas-recibidas,36,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/35158.png
Gregorio Sierra,Sabadell,Defensa,faltas-recibidas,36,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gre/large/39997.png
Javi Fuego,Sporting,Centrocampista,faltas-recibidas,36,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jav/large/7044.png
José Luis Rodriguez,Lugo,Centrocampista,faltas-recibidas,36,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/36151.png
Aketxe,Almería,Centrocampista,faltas-recibidas,36,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ake/large/25712.png
Randy Ntekja,Fuenlabrada,Centrocampista,faltas-cometidas,98,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/ran/large/44024.png
Trejo,Rayo,Delantero,faltas-cometidas,81,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tre/large/16922.png
Elady,Cartagena,Centrocampista,faltas-cometidas,74,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/ela/large/22109.png
Aitor Sanz,Tenerife,Centrocampista,faltas-cometidas,71,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ait/large/17579.png
Óscar Valentín,Rayo,Centrocampista,faltas-cometidas,70,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/osc/large/42516.png
Edgar González,Oviedo,Centrocampista,faltas-cometidas,70,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/edg/large/44611.png
Monchu,Girona,Centrocampista,faltas-cometidas,66,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mon/large/40763.png
Umar Sadiq,Almería,Delantero,faltas-cometidas,66,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sad/large/33635.png
Djurdevic,Sporting,Delantero,faltas-cometidas,65,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dju/large/27707.png
Manu Barreiro,Lugo,Delantero,faltas-cometidas,65,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/25119.png
Gumbau,Girona,Centrocampista,faltas-cometidas,65,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/ger/large/25513.png
Samuel Costa,Almería,Defensa,faltas-cometidas,63,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sam/large/47300.png
Leonardo Ruiz,UD Logroñés,Delantero,faltas-cometidas,60,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/leo/large/47629.png
Dani,Mallorca,Centrocampista,faltas-cometidas,58,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/18635.png
Pablo Valcarce,Mallorca,Centrocampista,faltas-cometidas,58,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/30473.png
Guruzeta,Sabadell,Delantero,faltas-cometidas,58,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gur/large/33618.png
Pablo Valcarce,Ponferradina,Centrocampista,faltas-cometidas,58,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/30473.png
José Ángel,Cartagena,Centrocampista,faltas-cometidas,56,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/19666.png
Tejera,Oviedo,Centrocampista,faltas-cometidas,55,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tej/large/17931.png
Yanis Rahmani,Almería,Centrocampista,faltas-cometidas,54,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yan/large/46033.png
Yanis Rahmani,Málaga,Centrocampista,faltas-cometidas,54,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yan/large/46033.png
Antonio Cristian,Fuenlabrada,Defensa,faltas-cometidas,53,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ant/large/38976.png
Olaetxea,UD Logroñés,Centrocampista,faltas-cometidas,53,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/ola/large/31835.png
Palencia,Leganés,Defensa,faltas-cometidas,53,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pal/large/30458.png
Fran Sol,Tenerife,Delantero,faltas-cometidas,53,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/22277.png
Ismaila Ciss,Fuenlabrada,Centrocampista,faltas-cometidas,52,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ism/large/46740.png
Juan Berrocal,Mirandés,Defensa,faltas-cometidas,51,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/39490.png
Paulino De la Fuente,UD Logroñés,Centrocampista,faltas-cometidas,51,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pau/large/45782.png
José Gragera,Sporting,Centrocampista,faltas-cometidas,50,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/45749.png
Escassi,Málaga,Centrocampista,faltas-cometidas,50,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/esc/large/18720.png
Shaquell Moore,Tenerife,Defensa,faltas-cometidas,50,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sha/large/40321.png
Raíllo,Mallorca,Defensa,faltas-cometidas,50,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rai/large/31429.png
Oscar Arribas Pasero,Alcorcón,Delantero,faltas-cometidas,49,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/osc/large/36737.png
Stuani,Girona,Delantero,faltas-cometidas,49,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/stu/large/19119.png
Manu Morlanes,Almería,Centrocampista,faltas-cometidas,49,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/40755.png
Laure,Alcorcón,Defensa,faltas-cometidas,48,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lau/large/17427.png
Josep Señé,Castellón,Centrocampista,faltas-cometidas,48,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/28070.png
Sergio Bermejo Lillo,Real Zaragoza,Centrocampista,faltas-cometidas,48,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/ser/large/44010.png
