Nombre,Equipo,Posicion,Estadistica,Valor,Temporada,Imagen
Rubén Castro,Las Palmas,Delantero,goles,10,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rub/large/4174.png
Juan Villar,Rayo,Delantero,goles,7,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/19238.png
Stuani,Girona,Delantero,goles,6,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/stu/large/19119.png
Rafa Mir,Huesca,Delantero,goles,6,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/raf/large/34792.png
Luis Milla,Tenerife,Centrocampista,goles,6,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/22836.png
Jonathas,Elche,Delantero,goles,5,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jon/large/20989.png
Daniel Ojeda,Albacete,Delantero,goles,5,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/36019.png
Shinji Okazaki,Málaga,Delantero,goles,4,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/oka/large/18949.png
Lozano,Cádiz,Delantero,goles,4,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/loz/large/31830.png
Shinji Okazaki,Huesca,Delantero,goles,4,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/oka/large/18949.png
Lozano,Girona,Delantero,goles,4,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/loz/large/31830.png
Óscar Pinchi,Extremadura UD,Delantero,goles,4,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/osc/large/34785.png
Mario Suárez,Rayo,Centrocampista,goles,4,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/15643.png
Cristian Herrera,Lugo,Delantero,goles,4,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cri/large/22820.png
Alfredo Ortuño,Oviedo,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alf/large/19260.png
Marcos de Sousa,Mirandés,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/39449.png
Guillermo,Numancia,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gui/large/19633.png
Maikel Mesa,Albacete,Centrocampista,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mai/large/22842.png
Christian Santos,Deportivo,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/chr/large/33840.png
Merquelanz,Mirandés,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mer/large/43442.png
Maikel Mesa,Las Palmas,Centrocampista,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mai/large/22842.png
Guillermo,Racing,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gui/large/19633.png
Linares,Real Zaragoza,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lin/large/19163.png
Hugo Fraile,Fuenlabrada,Centrocampista,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hug/large/20287.png
Dani Gómez,Tenerife,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/39213.png
Ernesto Gómez,Alcorcón,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/ern/large/46028.png
Pablo Valcarce,Ponferradina,Centrocampista,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/30473.png
Trejo,Rayo,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tre/large/16922.png
Curro,Numancia,Centrocampista,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cur/large/34019.png
Darwin Núñez,Almería,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dar/large/43058.png
Aketxe,Deportivo,Centrocampista,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ake/large/25712.png
Alfredo Ortuño,Albacete,Delantero,goles,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alf/large/19260.png
Jeisson Martínez,Fuenlabrada,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jei/large/42501.png
Carrillo,Lugo,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/car/large/28409.png
Igor Zlatanovic,Numancia,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/igo/large/46078.png
Aitor,Sporting,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ait/large/19748.png
Álex Bermejo,Tenerife,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/46016.png
Claudio Beauvue,Deportivo,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cla/large/20009.png
Álex Alegría,Extremadura UD,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/28596.png
Samuel Gyabaa,Oviedo,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sam/large/43944.png
Álex,Cádiz,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/20379.png
Cristo González,Huesca,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cri/large/25980.png
Hacen,Lugo,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hac/large/40426.png
Shinji Kagawa,Real Zaragoza,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/k/kag/large/19317.png
Jorge Giovanni Zarfino,Extremadura UD,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/38412.png
Juanjo Narváez,Las Palmas,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/23939.png
José Raúl Gutiérrez,Real Zaragoza,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/25931.png
Randy Ntekja,Fuenlabrada,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/ran/large/44024.png
Sangalli,Oviedo,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/san/large/25540.png
Álvaro Vázquez,Sporting,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/19290.png
Oscar Arribas Pasero,Alcorcón,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/osc/large/36737.png
Sadiku,Málaga,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sad/large/26523.png
Luis Javier Suarez Charris,Real Zaragoza,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/42859.png
Sekou Gassama,Fuenlabrada,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sek/large/40764.png
Yuri,Ponferradina,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yur/large/19310.png
Álvaro García,Rayo,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/22258.png
Sekou Gassama,Almería,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sek/large/40764.png
Manu Barreiro,Lugo,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/25119.png
Higinio,Numancia,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hig/large/20364.png
Joel Barcenas,Oviedo,Delantero,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yoe/large/42318.png
Ismaila Ciss,Fuenlabrada,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ism/large/46740.png
Jorge Giovanni Zarfino,Tenerife,Centrocampista,goles,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/38412.png
Álvaro Jiménez,Albacete,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/35610.png
Valentin Vada,Almería,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/val/large/26637.png
José Rodríguez,Fuenlabrada,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/22120.png
Guridi,Mirandés,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gur/large/38957.png
Joni Montiel,Rayo,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jon/large/33590.png
Burgui,Real Zaragoza,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/22121.png
Isaac Palazón,Ponferradina,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/isa/large/40212.png
Fran Villalba,Almería,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/31829.png
Arvin Appiah,Almería,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/arv/large/46738.png
Peru Nolaskoain,Deportivo,Defensa,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/per/large/43496.png
Jorge De Frutos,Rayo,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/42500.png
Lolo González,Oviedo,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lol/large/44993.png
Javi Puado,Real Zaragoza,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jav/large/42723.png
Zozulya,Albacete,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/z/zoz/large/17982.png
Dani Escriche,Elche,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/40012.png
Luis Advincula,Rayo,Defensa,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/20606.png
Luismi,Oviedo,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/25942.png
Alex Blanco,Real Zaragoza,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/42888.png
Joselu,Oviedo,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/19179.png
Mula,Alcorcón,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mul/large/37006.png
César De la Hoz,Almería,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/ces/large/19955.png
Cala,Cádiz,Defensa,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cal/large/17327.png
Nino,Elche,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nin/large/1461.png
Kike Carrasco,Extremadura UD,Defensa,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/k/kik/large/47469.png
Barco,Mirandés,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bar/large/31454.png
Mateu,Numancia,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/18542.png
Franco Russo,Ponferradina,Defensa,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/42842.png
Sandaza,Alcorcón,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/san/large/22510.png
Oriol Riera,Fuenlabrada,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/ori/large/15106.png
Juanpi,Málaga,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/25726.png
Nando,Racing,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nan/large/31449.png
Emre Çolak,Deportivo,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/emr/large/20906.png
Samuel Sáiz,Girona,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sam/large/31838.png
Pedri,Las Palmas,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/ped/large/46289.png
Josete,Lugo,Defensa,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/28157.png
Iriome,Lugo,Centrocampista,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/iri/large/17961.png
Matheus Aias,Mirandés,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mat/large/46040.png
Borja Galán,Racing,Delantero,goles,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/34333.png
Alejandro Salomon,Extremadura UD,Defensa,asistencias-de-gol,4,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/42511.png
Alejandro Salomon,Las Palmas,Defensa,asistencias-de-gol,4,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/42511.png
Merquelanz,Mirandés,Delantero,asistencias-de-gol,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mer/large/43442.png
Víctor Mollejo,Deportivo,Delantero,asistencias-de-gol,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/vic/large/43320.png
Tete Morente,Málaga,Delantero,asistencias-de-gol,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tet/large/40031.png
Tete Morente,Lugo,Delantero,asistencias-de-gol,3,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tet/large/40031.png
Pedro,Albacete,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/ped/large/20317.png
Juan Villar,Rayo,Delantero,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/19238.png
Shaquell Moore,Tenerife,Defensa,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sha/large/40321.png
Isaac Palazón,Ponferradina,Delantero,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/isa/large/40212.png
Fran Villalba,Almería,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/31829.png
David Rodríguez,Racing,Delantero,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dav/large/15616.png
Javi Puado,Real Zaragoza,Delantero,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jav/large/42723.png
Ruiz de Galarreta,Las Palmas,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rui/large/19632.png
Pedro,Deportivo,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/ped/large/20317.png
Álex,Cádiz,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/20379.png
Nacho,Numancia,Delantero,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nac/large/32154.png
Eguaras,Real Zaragoza,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/egu/large/25165.png
Balliu,Almería,Defensa,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bal/large/19613.png
Pedri,Las Palmas,Delantero,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/ped/large/46289.png
Airam,Extremadura UD,Delantero,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/air/large/19178.png
Chema Núñez,Albacete,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/che/large/42844.png
Fidel,Elche,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fid/large/20372.png
Iván Calero,Numancia,Defensa,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/iva/large/40202.png
Tejera,Oviedo,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tej/large/17931.png
Álvaro García,Rayo,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/22258.png
Julián Delmás,Real Zaragoza,Defensa,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jul/large/39923.png
Nacho Méndez,Sporting,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ign/large/39487.png
Luis Milla,Tenerife,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/22836.png
Josan,Elche,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/28152.png
Iñigo Vicente Elorduy,Mirandés,Delantero,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ini/large/44979.png
Isaac Palazón,Rayo,Delantero,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/isa/large/40212.png
Borja Sanchez,Oviedo,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/44265.png
Chema Núñez,Almería,Centrocampista,asistencias-de-gol,2,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/che/large/42844.png
Álvaro Jiménez,Albacete,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/35610.png
Boateng,Alcorcón,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/boa/large/19392.png
Valentin Vada,Almería,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/val/large/26637.png
Koné,Deportivo,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/k/kon/large/19444.png
Jeisson Martínez,Fuenlabrada,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jei/large/42501.png
Stuani,Girona,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/stu/large/19119.png
Manuel García,Ponferradina,Portero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/42495.png
Joni Montiel,Rayo,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jon/large/33590.png
Keko,Deportivo,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/k/kek/large/18643.png
Gumbau,Girona,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/ger/large/25513.png
Pulido,Huesca,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pul/large/19371.png
Benito Ramírez,Las Palmas,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/ben/large/37074.png
Yanis Rahmani,Lugo,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yan/large/46033.png
Carrillo,Lugo,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/car/large/28409.png
Fran Manzanara,Ponferradina,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/44315.png
Jorge De Frutos,Rayo,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/42500.png
Alfredo Ortuño,Oviedo,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alf/large/19260.png
Luis Pérez,Tenerife,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/35063.png
Javi Muñoz,Tenerife,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jav/large/30462.png
Zozulya,Albacete,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/z/zoz/large/17982.png
Álex Suárez,Las Palmas,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/46019.png
Buñuel,Racing,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bun/large/30679.png
Nico,Racing,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nic/large/35067.png
Luismi,Oviedo,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/25942.png
Carmona,Sporting,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/car/large/15198.png
Nino,Elche,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nin/large/1461.png
Kike Carrasco,Extremadura UD,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/k/kik/large/47469.png
Miguelón,Huesca,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mig/large/34797.png
Sergio Gómez,Huesca,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/ser/large/40761.png
Hacen,Lugo,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hac/large/40426.png
Mateu,Numancia,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/18542.png
Bellvís,Alcorcón,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bel/large/16426.png
Andoni López,Elche,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/and/large/41674.png
Jorge Giovanni Zarfino,Extremadura UD,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/38412.png
Juanpi,Málaga,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/25726.png
Son,Ponferradina,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/son/large/37028.png
Asier Benito,Ponferradina,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/asi/large/34335.png
José Raúl Gutiérrez,Real Zaragoza,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/25931.png
Randy Ntekja,Fuenlabrada,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/ran/large/44024.png
Rafa Mir,Huesca,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/raf/large/34792.png
Luis Espino,Cádiz,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/30240.png
Nano,Cádiz,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nan/large/24625.png
Christian Santos,Deportivo,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/chr/large/33840.png
Hugo Vallejo,Deportivo,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hug/large/44994.png
Anderson Cruz,Fuenlabrada,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/and/large/40434.png
José Fran,Fuenlabrada,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/28806.png
Caye Quintana,Fuenlabrada,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cay/large/25740.png
Gorosito,Albacete,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gor/large/26400.png
Mikel Rico,Huesca,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/ric/large/16439.png
Canella,Lugo,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/can/large/16454.png
Yacine Qasmi,Rayo,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yac/large/44425.png
Daniel Torres,Real Zaragoza,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/29031.png
Adrián Diéguez,Alcorcón,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/adr/large/36068.png
